Zone Identifier;GL Account Code;Cost Center Code;Cognos Account
"MEX";"60000226";"210C4300C0";"405301"
"MEX";"60000237";"210C720030";"402102"
"MEX";"60000305";"210C520430";"402102"
"MEX";"60000307";"210CP301C0";"405301"
"MEX";"60000504";"190N3439C0";"405301"
"MEX";"60000515";"210CO20730";"402102"
"MEX";"60000807";"210C522350";"405102"
"MEX";"60000908";"270C3500F0";"405300"
"MEX";"60001004";"210C120050";"405102"
"MEX";"60001006";"210CH21030";"402102"
"MEX";"60001008";"580R14C2C0";"405301"
"MEX";"60001011";"210C8A1690";"404001"
"MEX";"60001013";"210C6312C0";"405301"
"MEX";"60001015";"660K4K15A0";"405000"
"MEX";"60001018";"690K2E33A0";"405000"
"MEX";"60001032";"210C3400C0";"405301"
"MEX";"60001044";"210CKA0090";"404001"
"MEX";"60001200";"FG03218E55";"404000"
"MEX";"60001422";"210C620230";"402102"
"MEX";"60003013";"210C221030";"402102"
"MEX";"60003013";"210CO20950";"405102"
"MEX";"60003048";"210CJ20050";"405102"
"MEX";"60003122";"190N9D11A0";"405000"
"MEX";"60003159";"210CD300C0";"405301"
"MEX";"60004300";"570CMAJ7C0";"405301"
"MEX";"60004407";"190N3I50A0";"405000"
"MEX";"60005010";"210CLA0080";"404000"
"MEX";"60000001";"190N9D1320";"402101"
"MEX";"60000001";"210C921330";"402102"
"MEX";"60000001";"210CK70070";"403001"
"MEX";"60000001";"570X15L9F0";"405300"
"MEX";"60000002";"210CAA2390";"404001"
"MEX";"60000003";"210C621230";"402102"
"MEX";"60000004";"210C5J09C0";"405301"
"MEX";"60000007";"190N7C04A0";"405000"
"MEX";"60000007";"210C8A1690";"404001"
"MEX";"60000007";"210CK20050";"405102"
"MEX";"60000007";"570X1322C0";"405301"
"MEX";"60000009";"190N7H49A0";"405000"
"MEX";"60000009";"210C920530";"402102"
"MEX";"60000009";"210CK20750";"405102"
"MEX";"60000009";"570X16A7C0";"405301"
"MEX";"60000010";"210C3A0890";"404001"
"MEX";"60000010";"210CCA0790";"404001"
"MEX";"60000010";"210CP20550";"405102"
"MEX";"60000010";"750T9500A0";"405000"
"MEX";"60000011";"210C720650";"405102"
"MEX";"60000011";"210CHA0390";"404001"
"MEX";"60000011";"210CSA1890";"404001"
"MEX";"60000012";"210C721130";"402102"
"MEX";"60000013";"210C420350";"405102"
"MEX";"60000013";"210CE20150";"405102"
"MEX";"60000013";"210CP600C0";"405301"
"MEX";"60000020";"190N3D12A0";"405000"
"MEX";"60000021";"190N7439C0";"405301"
"MEX";"60000021";"210CF305C0";"405301"
"MEX";"60000021";"660K4K1940";"405101"
"MEX";"60000022";"210C821150";"405102"
"MEX";"60000022";"210CK305C0";"405301"
"MEX";"60000023";"210C320830";"402102"
"MEX";"60000023";"210CH22050";"405102"
"MEX";"60000025";"210C3303C0";"405301"
"MEX";"60000025";"210CC20850";"405102"
"MEX";"60000025";"210COJ0570";"403001"
"MEX";"60000025";"750T3M00A0";"405000"
"MEX";"60000033";"210C3100C0";"405301"
"MEX";"60000033";"210CC20530";"402102"
"MEX";"60000033";"210CP20730";"402102"
"MEX";"60000034";"110L5L8720";"402101"
"MEX";"60000034";"210CA307C0";"405301"
"MEX";"60000034";"210CRA1F90";"404001"
"MEX";"60000035";"210C522330";"402102"
"MEX";"60000035";"210CJ21050";"405102"
"MEX";"60000036";"210C2310C0";"405301"
"MEX";"60000036";"210CH70070";"403001"
"MEX";"60000038";"210C620030";"402102"
"MEX";"60000039";"210CC20730";"402102"
"MEX";"60000039";"580I19E5C0";"405301"
"MEX";"60000040";"210CAA0090";"404001"
"MEX";"60000040";"570X16A7C0";"405301"
"MEX";"60000041";"210C7A0090";"404001"
"MEX";"60000041";"210CK20350";"405102"
"MEX";"60000042";"210C1A0390";"404001"
"MEX";"60000042";"210CC20230";"402102"
"MEX";"60000042";"210CQ300C0";"405301"
"MEX";"60000043";"580M1YB4C0";"405301"
"MEX";"60000045";"210C3306C0";"405301"
"MEX";"60000045";"750T1N51A0";"405000"
"MEX";"60000046";"570X1321C0";"405301"
"MEX";"60000047";"570X14Y6C0";"405301"
"MEX";"60000048";"570X1253C0";"405301"
"MEX";"60000049";"750T9E00A0";"405000"
"MEX";"60000062";"660K4K1720";"402101"
"MEX";"60000075";"750T5C00A0";"405000"
"MEX";"60000089";"110LEL8820";"402101"
"MEX";"60000109";"190N3D2520";"402101"
"MEX";"60000202";"210CBA0080";
"MEX";"60000213";"210CA20050";"405102"
"MEX";"60000215";"210C3300C0";"405301"
"MEX";"60000217";"190N3D2640";"405101"
"MEX";"60000049";"2105531GC0";"405301"
"MEX";"60000022";"210CR301C0";"405301"
"MEX";"60001010";"210C5J0050";"405102"
"MEX";"60000010";"210C820530";"402102"
"MEX";"60000036";"210CP20030";"402102"
"MEX";"60000306";"190N1D23A0";"405000"
"MEX";"60001700";"220CH21550";"405102"
"MEX";"60000007";"210C520630";"402102"
"MEX";"60000013";"210C821430";"402102"
"MEX";"60000033";"210CIA0290";"404001"
"MEX";"60000042";"210C720550";"405102"
"MEX";"60000216";"210C220050";"405102"
"MEX";"60000815";"A80NE300C0";"405301"
"MEX";"60001021";"210C9A0090";"404001"
"MEX";"60003148";"190N7439C0";"405301"
"MEX";"60000002";"210C220630";"402102"
"MEX";"60000009";"210C521550";"405102"
"MEX";"60000011";"210CAA2790";"404001"
"MEX";"60000021";"210C6A0090";"404001"
"MEX";"60000025";"210CIA0190";"404001"
"MEX";"60000034";"750T1C51A0";"405000"
"MEX";"60000040";"210CKA0290";"404001"
"MEX";"60000045";"210CM20730";"402102"
"MEX";"60000092";"190NED1320";"402101"
"MEX";"60000233";"210C620250";"405102"
"MEX";"60000511";"210C120430";"402102"
"MEX";"60001004";"570IMDJ7C0";"405301"
"MEX";"60001014";"210CIA0290";"404001"
"MEX";"60001103";"210C3300C0";"405301"
"MEX";"60003013";"750KFL0040";"405101"
"MEX";"60004311";"210CS305C0";"405301"
"MEX";"60000001";"210CF308C0";"405301"
"MEX";"60000003";"210CP20630";"402102"
"MEX";"60000007";"210CQ20830";"402102"
"MEX";"60000009";"210CQ22030";"402102"
"MEX";"60000010";"570I19V6C0";"405301"
"MEX";"60000011";"690K2E06A0";"405000"
"MEX";"60000013";"570X1349C0";"405301"
"MEX";"60000022";"210C3304C0";"405301"
"MEX";"60000025";"110L1L9420";"402101"
"MEX";"60000031";"210C6A1590";"404001"
"MEX";"60000034";"210C520350";"405102"
"MEX";"60000035";"210CQA1390";"404001"
"MEX";"60000039";"210CM307C0";"405301"
"MEX";"60000041";"210CE20030";"402102"
"MEX";"60000043";"210C620530";"402102"
"MEX";"60000047";"190N5D49C0";"405301"
"MEX";"60000069";"880OBD2820";"402101"
"MEX";"60000209";"210CCA0080";"404000"
"MEX";"60000221";"210C5A0290";"404001"
"MEX";"60000300";"210CJ20350";"405102"
"MEX";"60000309";"210C920630";"402102"
"MEX";"60000639";"210CR300C0";"405301"
"MEX";"60001003";"210C5301C0";"405301"
"MEX";"60001007";"210C6300C0";"405301"
"MEX";"60001012";"190N1D12A0";"405000"
"MEX";"60001017";"210CK300C0";"405301"
"MEX";"60001035";"570I1986C0";"405301"
"MEX";"60001300";"FG05200E62";"405102"
"MEX";"60003013";"210CAA1190";"404001"
"MEX";"60003112";"690K2E06A0";"405000"
"MEX";"60003175";"210CG21050";"405102"
"MEX";"60004518";"210C6307C0";"405301"
"MEX";"60000001";"210C522350";"405102"
"MEX";"60000001";"210CQ316C0";"405301"
"MEX";"60000002";"210COA1890";"404001"
"MEX";"60000006";"190N5439C0";"405301"
"MEX";"60000007";"210CF20530";"402102"
"MEX";"60000008";"";"402102"
"MEX";"60000009";"210CF21230";"402102"
"MEX";"60000010";"190N1FA2A0";"405000"
"MEX";"60000010";"210CJ20350";"405102"
"MEX";"60000011";"210C2A0190";"404001"
"MEX";"60000011";"210CO21550";"405102"
"MEX";"60000013";"190N3C03A0";"405000"
"MEX";"60000013";"210CJ21150";"405102"
"MEX";"60000020";"210CH20050";"405102"
"MEX";"60000021";"210CO20730";"402102"
"MEX";"60000022";"210CF20230";"402102"
"MEX";"60000023";"210C8314C0";"405301"
"MEX";"60000025";"210C7A0890";"404001"
"MEX";"60000025";"570I1990C0";"405301"
"MEX";"60000033";"210C7313C0";"405301"
"MEX";"60000033";"570X1253C0";"405301"
"MEX";"60000034";"210CJ21050";"405102"
"MEX";"60000035";"210CAA0090";"404001"
"MEX";"60000036";"210C8A0390";"404001"
"MEX";"60000039";"210C521630";"402102"
"MEX";"60000040";"210C420030";"402102"
"MEX";"60000041";"210C2306C0";"405301"
"MEX";"60000041";"210CR20050";"405102"
"MEX";"60000042";"210CJ301C0";"405301"
"MEX";"60000044";"210CJ20830";"402102"
"MEX";"60000046";"210C6300C0";"405301"
"MEX";"60000048";"190N3D1320";"402101"
"MEX";"60000059";"190N7D06A0";"405000"
"MEX";"60000081";"210CG300C0";"405301"
"MEX";"60000201";"190N9D31A0";"405300"
"MEX";"60000214";"210CC20030";"402102"
"MEX";"60000217";"210CR20050";"405102"
"MEX";"60000219";"190N7D12A0";"405000"
"MEX";"60000225";"210C820150";"405102"
"MEX";"60000226";"210COA1890";"404001"
"MEX";"60000236";"210C521030";"402102"
"MEX";"60000300";"210C3300C0";"405301"
"MEX";"60000302";"190NDD33A0";
"MEX";"60000305";"210CGÑ113";
"MEX";"60000307";"210CA21050";"405102"
"MEX";"60000308";"210CJA0490";"404001"
"MEX";"60000311";"210C420150";
"MEX";"60000504";"570X1IX8C0";"405301"
"MEX";"60000513";"210CCA0090";"404001"
"MEX";"60000609";"210CR300C0";"405301"
"MEX";"60000801";"210C3307C0";"405301"
"MEX";"60000809";"210C5300C0";"405301"
"MEX";"60000820";"210C721130";"402102"
"MEX";"60000919";"210C1500F0";"405300"
"MEX";"60001003";"570I19V7C0";"405301"
"MEX";"60001004";"210CEJ0050";"405102"
"MEX";"60001006";"190N9H49A0";"405000"
"MEX";"60001006";"570X1IX7C0";"405301"
"MEX";"60001007";"570MM379C0";"405301"
"MEX";"60001009";"570I19I6C0";"405301"
"MEX";"60001010";"580R14C3C0";"405301"
"MEX";"60001011";"210CSA1890";"404001"
"MEX";"60001012";"570X1437C0";"405301"
"MEX";"60001013";"580I19E9C0";"405301"
"MEX";"60001014";"5N0I13B2C0";"405301"
"MEX";"60001016";"660K5C05A0";"405000"
"MEX";"60001018";"210C6A0590";"404001"
"MEX";"60001020";"190NBD33A0";"405000"
"MEX";"60001030";"210CAJ0570";"403001"
"MEX";"60001033";"580R14N5C0";"405301"
"MEX";"60001037";"690K1337C0";"405301"
"MEX";"60001100";"210CE300C0";"405301"
"MEX";"60001103";"580P16E2C0";"405301"
"MEX";"60001300";"210C521350";"405102"
"MEX";"60001400";"210CJ20450";"405102"
"MEX";"60001600";"220CA22450";"405102"
"MEX";"60003000";"210CG20050";"405102"
"MEX";"60003013";"210C6A1690";"404001"
"MEX";"60003013";"210CH320C0";"405301"
"MEX";"60003013";"210CU20030";"402102"
"MEX";"60003041";"210C6A0090";"404001"
"MEX";"60003104";"210CH400C0";"405301"
"MEX";"60003121";"210C5300C0";"405301"
"MEX";"60003128";"210CA315C0";"405301"
"MEX";"60003152";"580SP301C0";"405301"
"MEX";"60003164";"210CMA0490";"404001"
"MEX";"60004300";"210C5302C0";"405301"
"MEX";"60004304";"210CJ300C0";"405301"
"MEX";"60004404";"210C1400C0";"405301"
"MEX";"60004412";"190N7I50A0";"405000"
"MEX";"60004519";"210CEA0090";"404001"
"MEX";"60005083";"210CIA0080";"404000"
"MEX";"60000000";"690K2E1420";"402101"
"MEX";"60000001";"210C2A0290";"404001"
"MEX";"60000001";"210C720750";"405102"
"MEX";"60000001";"210CAA3090";"404001"
"MEX";"60000001";"210CHA0590";"404001"
"MEX";"60000001";"210CO21650";"405102"
"MEX";"60000001";"210CSJ0570";"403001"
"MEX";"60000001";"690K1337C0";"405301"
"MEX";"60000002";"210C6A1390";"404001"
"MEX";"60000002";"210CI20330";"402102"
"MEX";"60000003";"190N5439C0";"405301"
"MEX";"60000003";"210CG21030";"402102"
"MEX";"60000004";"190N1D33A0";"405000"
"MEX";"60000004";"210CJA0590";"404001"
"MEX";"60000006";"210CS20130";"402102"
"MEX";"60000007";"210C220550";"405102"
"MEX";"60000007";"210C6A0590";"404001"
"MEX";"60000007";"210CA600C0";"405301"
"MEX";"60000007";"210CH302C0";"405301"
"MEX";"60000007";"210CO20030";"402102"
"MEX";"60000007";"210CS309C0";"405301"
"MEX";"60000007";"5N0I13B2C0";"405301"
"MEX";"60000008";"750KFI00A0";"405000"
"MEX";"60000009";"210C2306C0";"405301"
"MEX";"60000009";"210C7100C0";"405301"
"MEX";"60000009";"210CAA1490";"404001"
"MEX";"60000009";"210CH320C0";"405301"
"MEX";"60000009";"210CO20830";"402102"
"MEX";"60000009";"210CSA0590";"404001"
"MEX";"60000009";"690K1E31A0";"405000"
"MEX";"60000010";"210C120130";"402102"
"MEX";"60000010";"210C620550";"405102"
"MEX";"60000010";"210CA21450";"405102"
"MEX";"60000010";"210CGA0190";"404001"
"MEX";"60000010";"210CM305C0";"405301"
"MEX";"60000010";"210CRJ0570";"403001"
"MEX";"60000010";"580I19E8C0";"405301"
"MEX";"60000011";"190N9D11A0";"405000"
"MEX";"60000011";"210C522250";"405102"
"MEX";"60000011";"210C921130";"402102"
"MEX";"60000011";"210CF305C0";"405301"
"MEX";"60000011";"210CK400C0";"405301"
"MEX";"60000011";"210CQ309C0";"405301"
"MEX";"60000011";"570X1948C0";"405301"
"MEX";"60000012";"190N3D1320";"402101"
"MEX";"60000217";"210C521550";"405102"
"MEX";"60000218";"190N9D33A0";"405000"
"MEX";"60000220";"190N7D23A0";"405000"
"MEX";"60000222";"210C3300C0";"405301"
"MEX";"60000225";"210CI306C0";"405301"
"MEX";"60000226";"210CEA0090";"404001"
"MEX";"60000231";"210C5A0390";"404001"
"MEX";"60000234";"210CH20430";"402102"
"MEX";"60000236";"210CH20830";"402102"
"MEX";"60000237";"210CM20030";"402102"
"MEX";"60000300";"210CA323C0";"405301"
"MEX";"60000300";"51021396C0";"405301"
"MEX";"60000303";"210CR80090";"404001"
"MEX";"60000305";"210C920550";
"MEX";"60000305";"210CO20430";"402102"
"MEX";"60000307";"210C420650";"405102"
"MEX";"60000307";"210CHA0390";"404001"
"MEX";"60000308";"210C2A0290";"404001"
"MEX";"60000309";"210C120030";"402102"
"MEX";"60000309";"210CK20430";"402102"
"MEX";"60000311";"210CGA0190";"404001"
"MEX";"60000504";"210CC300C0";"405301"
"MEX";"60000508";"210CR300C0";"405301"
"MEX";"60000511";"210CI20030";"402102"
"MEX";"60000514";"210C920530";"402102"
"MEX";"60000525";"210COA0690";"404001"
"MEX";"60000632";"210C6600C0";"405301"
"MEX";"60000800";"210CE300C0";"405301"
"MEX";"60000801";"210CP305C0";"405301"
"MEX";"60000807";"210CHA0090";"404001"
"MEX";"60000813";"210CA20050";"405102"
"MEX";"60000818";"210CD80080";"404000"
"MEX";"60000822";"210CE20030";"402102"
"MEX";"60000916";"270CE500F0";"405300"
"MEX";"60000925";"570415T1F0";"405300"
"MEX";"60001003";"210CH20450";"405102"
"MEX";"60001003";"750T3E00C0";"405301"
"MEX";"60001004";"210C780090";"404001"
"MEX";"60001004";"210CPA0590";"404001"
"MEX";"60001004";"660K5K2040";"405101"
"MEX";"60001006";"210C6A1390";"404001"
"MEX";"60001006";"210CRA1F90";"404001"
"MEX";"60001007";"190N1439C0";"405301"
"MEX";"60001007";"210CM20450";"405102"
"MEX";"60001007";"750T3500A0";"405000"
"MEX";"60001009";"210C5J02C0";"405301"
"MEX";"60001009";"580R14B3C0";"405301"
"MEX";"60001010";"570I19V6C0";"405301"
"MEX";"60001011";"210C1100C0";"405301"
"MEX";"60001011";"210CJ400C0";"405301"
"MEX";"60001011";"580C1AF7C0";"405301"
"MEX";"60001012";"210CCA0090";"404001"
"MEX";"60001013";"190N1D07A0";"405000"
"MEX";"60001013";"210CQA0090";"404001"
"MEX";"60001014";"190NBD11A0";"405000"
"MEX";"60001014";"570IM9I9C0";"405301"
"MEX";"60001015";"210C5J0890";"404001"
"MEX";"60001016";"210C9A0590";"404001"
"MEX";"60001017";"210C6300C0";"405301"
"MEX";"60001018";"190N5B02A0";"405000"
"MEX";"60001018";"210CJA0490";"404001"
"MEX";"60001019";"210CEA0090";"404001"
"MEX";"60001020";"580R14C1C0";"405301"
"MEX";"60001023";"210C5A0090";"404001"
"MEX";"60001031";"210CN100C0";"405301"
"MEX";"60001033";"190N3D2740";"405101"
"MEX";"60001034";"210CN100C0";"405301"
"MEX";"60001037";"190N3D2740";"405101"
"MEX";"60001039";"210CM20430";"402102"
"MEX";"60001047";"210CJA0090";"404001"
"MEX";"60001101";"190NB101C0";"405301"
"MEX";"60001103";"210CJ304C0";"405301"
"MEX";"60001200";"110C1A6080";"404000"
"MEX";"60001207";"210CHA1480";"404000"
"MEX";"60001300";"210CI20550";"405102"
"MEX";"60001400";"210C520650";"405102"
"MEX";"60001403";"210CH20350";"405102"
"MEX";"60001424";"210CNA0080";"404000"
"MEX";"60001700";"210C720450";"405102"
"MEX";"60001701";"210CS20850";"405102"
"MEX";"60003013";"190N7C03A0";"405000"
"MEX";"60003013";"210C521350";"405102"
"MEX";"60003013";"210C920350";"405102"
"MEX";"60003013";"210CF21230";"402102"
"MEX";"60003013";"210CK301C0";"405301"
"MEX";"60003013";"210CQ315C0";"405301"
"MEX";"60003013";"570X1IW9C0";"405301"
"MEX";"60003036";"210CIA0080";"404000"
"MEX";"60003045";"210CO20050";"405102"
"MEX";"60003104";"210C721150";"405102"
"MEX";"60003104";"210CS323C0";"405301"
"MEX";"60003121";"190N1C03A0";"405000"
"MEX";"60003121";"690K1101C0";"405301"
"MEX";"60003122";"210CQ21550";"405102"
"MEX";"60003128";"210CP306C0";"405301"
"MEX";"60003150";"210CC20450";"405102"
"MEX";"60003156";"210CR20030";"402102"
"MEX";"60003164";"210C8A0090";"404001"
"MEX";"60003167";"210C620750";"405102"
"MEX";"60004108";"750T3700C0";"405302"
"MEX";"60000012";"190NBD31A0";"405000"
"MEX";"60000012";"210CJA0590";"404001"
"MEX";"60000012";"750T5600C0";"405301"
"MEX";"60000013";"190N9D11A0";"405000"
"MEX";"60000013";"210C2A0690";"404001"
"MEX";"60000013";"210C5305C0";"405301"
"MEX";"60000013";"210C721030";"402102"
"MEX";"60000013";"210C9303C0";"405301"
"MEX";"60000013";"210CB20050";"405102"
"MEX";"60000013";"210CF600C0";"405301"
"MEX";"60000013";"210CHA1490";"404001"
"MEX";"60000013";"210CKA0590";"404001"
"MEX";"60000013";"210CO306C0";"405301"
"MEX";"60000013";"210CQA0890";"404001"
"MEX";"60000013";"440H8300C0";"405301"
"MEX";"60000013";"570X1IX6C0";"405301"
"MEX";"60000013";"750T1C51A0";"405000"
"MEX";"60000020";"210C3300C0";"405301"
"MEX";"60000020";"210CC20830";"402102"
"MEX";"60000020";"210COA0090";"404001"
"MEX";"60000020";"880OBD2820";"402101"
"MEX";"60000021";"210C1304C0";"405301"
"MEX";"60000021";"210C5400C0";"405301"
"MEX";"60000021";"210C820730";"402102"
"MEX";"60000021";"210CBA0390";"404001"
"MEX";"60000021";"210CH21250";"405102"
"MEX";"60000021";"210CL20130";"402102"
"MEX";"60000021";"210CPJ0570";"403001"
"MEX";"60000021";"570X14Y8C0";"405301"
"MEX";"60000022";"";"404001"
"MEX";"60000022";"210C220050";"405102"
"MEX";"60000022";"210C521450";"405102"
"MEX";"60000022";"210C720630";"402102"
"MEX";"60000022";"210C9304C0";"405301"
"MEX";"60000022";"210CB70070";"403001"
"MEX";"60000022";"210CG20850";"405102"
"MEX";"60000022";"210CJ20430";"402102"
"MEX";"60000022";"210CMA0690";"404001"
"MEX";"60000022";"210CQ100C0";"405301"
"MEX";"60000022";"210CSA1890";"404001"
"MEX";"60000023";"190N9337C0";"405301"
"MEX";"60000023";"210C520050";"405102"
"MEX";"60000023";"210C6317C0";"405301"
"MEX";"60000023";"210C9A0290";"404001"
"MEX";"60000023";"210CF303C0";"405301"
"MEX";"60000023";"210CJ303C0";"405301"
"MEX";"60000023";"690K2H49A0";"405000"
"MEX";"60000025";"190N5D33A0";"405000"
"MEX";"60000025";"210C220250";"405102"
"MEX";"60000025";"210C520530";"402102"
"MEX";"60000025";"210C6A0090";"404001"
"MEX";"60000025";"210C8A1290";"404001"
"MEX";"60000025";"210CA330C0";"405301"
"MEX";"60000025";"210CF20450";"405102"
"MEX";"60000025";"210CH302C0";"405301"
"MEX";"60000025";"210CK20230";"402102"
"MEX";"60000025";"210CO20330";"402102"
"MEX";"60000025";"210CQ21530";"402102"
"MEX";"60000025";"210CS80090";"404001"
"MEX";"60000025";"570X15H3F0";"405300"
"MEX";"60000025";"690K1337C0";"405301"
"MEX";"60000026";"210C621230";"402102"
"MEX";"60000028";"190N1337C0";"405301"
"MEX";"60000033";"190N3D23A0";"405000"
"MEX";"60000033";"210C1302C0";"405301"
"MEX";"60000033";"210C4600C0";"405301"
"MEX";"60000033";"210C6307C0";"405301"
"MEX";"60000033";"210C8A0090";"404001"
"MEX";"60000033";"210CA321C0";"405301"
"MEX";"60000033";"210CF20050";"405102"
"MEX";"60000033";"210CH303C0";"405301"
"MEX";"60000033";"210CK20630";"402102"
"MEX";"60000033";"210CO21150";"405102"
"MEX";"60000033";"210CQ313C0";"405301"
"MEX";"60000033";"210CU100C0";"405301"
"MEX";"60000033";"570X1FL1C0";"405301"
"MEX";"60000033";"750KFL0020";"402101"
"MEX";"60000034";"190N7B02A0";"405000"
"MEX";"60000034";"210C320050";"405102"
"MEX";"60000034";"210C620950";"405102"
"MEX";"60000034";"210C920250";"405102"
"MEX";"60000034";"210CE20030";"402102"
"MEX";"60000034";"210CH80090";"404001"
"MEX";"60000034";"210CL20450";"405102"
"MEX";"60000034";"210CP304C0";"405301"
"MEX";"60000034";"570I19I6C0";"405301"
"MEX";"60000034";"580R14B3C0";"405301"
"MEX";"60000035";"190N3101C0";"405301"
"MEX";"60000035";"210C2A1090";"404001"
"MEX";"60000035";"210C6315C0";"405301"
"MEX";"60000035";"210C920130";"402102"
"MEX";"60000035";"210CF20550";"405102"
"MEX";"60000035";"210CHA0090";"404001"
"MEX";"60000035";"210CL20150";"405102"
"MEX";"60000035";"210CP20050";"405102"
"MEX";"60000035";"210CYA0390";"404001"
"MEX";"60000036";"190NED1320";"402101"
"MEX";"60000036";"210C521330";"402102"
"MEX";"60000036";"210C7308C0";"405301"
"MEX";"60000036";"210CA330C0";"405301"
"MEX";"60000012";"660K5B03A0";"405000"
"MEX";"60000013";"210C120430";"402102"
"MEX";"60000013";"210C621230";"402102"
"MEX";"60000013";"210CA22450";"405102"
"MEX";"60000013";"210CH20050";"405102"
"MEX";"60000013";"210CMJ02C0";"405301"
"MEX";"60000013";"210CS20950";"405102"
"MEX";"60000013";"660K4337C0";"405301"
"MEX";"60000020";"210C770070";"403001"
"MEX";"60000020";"210CU20030";"402102"
"MEX";"60000021";"210C3A0290";"404001"
"MEX";"60000021";"210CA20830";"402102"
"MEX";"60000021";"210CIA0590";"404001"
"MEX";"60000021";"210CS21850";"405102"
"MEX";"60000022";"190N9D06A0";"405000"
"MEX";"60000022";"210C620550";"405102"
"MEX";"60000022";"210CA22850";"405102"
"MEX";"60000022";"210CH307C0";"405301"
"MEX";"60000022";"210CO308C0";"405301"
"MEX";"60000022";"750T3C51A0";"405000"
"MEX";"60000023";"210C5A0590";"404001"
"MEX";"60000023";"210CCA0990";"404001"
"MEX";"60000023";"210CN20030";"402102"
"MEX";"60000025";"190NDFA2A0";"405000"
"MEX";"60000025";"210C5A1590";"404001"
"MEX";"60000025";"210CA20450";"405102"
"MEX";"60000025";"210CG20930";"402102"
"MEX";"60000025";"210CM20130";"402102"
"MEX";"60000025";"210CR70070";"403001"
"MEX";"60000025";"580C1AF9C0";"405301"
"MEX";"60000026";"210CNA0390";"404001"
"MEX";"60000033";"190N9D33A0";"405000"
"MEX";"60000033";"210C5322C0";"405301"
"MEX";"60000033";"210C9A1090";"404001"
"MEX";"60000033";"210CG20950";"405102"
"MEX";"60000033";"210CM20630";"402102"
"MEX";"60000033";"210CS20230";"402102"
"MEX";"60000033";"580R14C3C0";"405301"
"MEX";"60000034";"190NED49C0";"405301"
"MEX";"60000034";"210C7A0790";"404001"
"MEX";"60000034";"210CG300C0";"405301"
"MEX";"60000034";"210CNA0790";"404001"
"MEX";"60000034";"570X1946C0";"405301"
"MEX";"60000035";"210C120050";"405102"
"MEX";"60000035";"210C7A0690";"404001"
"MEX";"60000035";"210CG306C0";"405301"
"MEX";"60000035";"210CNA0390";"404001"
"MEX";"60000036";"190N1D06A0";"405000"
"MEX";"60000036";"210C6302C0";"405301"
"MEX";"60000036";"210CF20450";"405102"
"MEX";"60000036";"210CL20050";"405102"
"MEX";"60000036";"210CYA0390";"404001"
"MEX";"60000039";"190NBD1320";"402101"
"MEX";"60000039";"210C820030";"402102"
"MEX";"60000039";"210CH70070";"403001"
"MEX";"60000039";"210CR21F50";"405102"
"MEX";"60000040";"190N5D1320";"402101"
"MEX";"60000040";"210C720050";"405102"
"MEX";"60000040";"210CH100C0";"405301"
"MEX";"60000040";"210CPA0490";"404001"
"MEX";"60000041";"110LEL9020";"402101"
"MEX";"60000041";"210C5316C0";"405301"
"MEX";"60000041";"210CA20850";"405102"
"MEX";"60000041";"210CH20950";"405102"
"MEX";"60000041";"210CO21630";"402102"
"MEX";"60000041";"750T3L0040";"405101"
"MEX";"60000042";"210C521350";"405102"
"MEX";"60000042";"210C9305C0";"405301"
"MEX";"60000042";"210CGA0090";"404001"
"MEX";"60000042";"210CNA0490";"404001"
"MEX";"60000042";"660K5K07A0";"405000"
"MEX";"60000043";"210CH20530";"402102"
"MEX";"60000044";"210C820630";"402102"
"MEX";"60000045";"110L5L8820";"402101"
"MEX";"60000045";"210C920130";"402102"
"MEX";"60000045";"570X15L9F0";"405300"
"MEX";"60000046";"190NED12A0";"405000"
"MEX";"60000046";"210CIA0790";"404001"
"MEX";"60000046";"750K9300A0";"405000"
"MEX";"60000047";"210CG20830";"402102"
"MEX";"60000047";"690K2101C0";"405301"
"MEX";"60000048";"210C320830";"402102"
"MEX";"60000048";"5N0213C9C0";"405301"
"MEX";"60000049";"210CG20530";"402102"
"MEX";"60000057";"190N5D33A0";"405000"
"MEX";"60000060";"880OBW09A0";"405000"
"MEX";"60000068";"190N5D31A0";"405000"
"MEX";"60000072";"190N5D06A0";"405000"
"MEX";"60000080";"210CF300C0";"405301"
"MEX";"60000085";"190N9D12A0";"405000"
"MEX";"60000090";"750T5C00A0";"405000"
"MEX";"60000095";"750T5C00A0";"405000"
"MEX";"60000117";"210C3A0280";"404000"
"MEX";"60000202";"190N5D1320";
"MEX";"60000202";"690K1E1220";
"MEX";"60000212";"210CG20630";"402102"
"MEX";"60000214";"190NDD1640";"402101"
"MEX";"60000215";"";
"MEX";"60000215";"690K1E33A0";"405000"
"MEX";"60000216";"210CH22050";"405102"
"MEX";"60004300";"210CH21050";"405102"
"MEX";"60004300";"690K2H49A0";"405000"
"MEX";"60004307";"210CC20030";"402102"
"MEX";"60004315";"210CB400C0";"405301"
"MEX";"60004404";"210CPA0080";"404000"
"MEX";"60004407";"210CM20550";"405102"
"MEX";"60004500";"210CJ300C0";"405301"
"MEX";"60004519";"190N3D23A0";"405000"
"MEX";"60004523";"190N1101C0";"405301"
"MEX";"60005013";"210CFA1380";"404000"
"MEX";"60005106";"R11303A036";"403000"
"MEX";"52004100";"R212152532";
"MEX";"60000001";"190N3D06A0";"405000"
"MEX";"60000001";"210C120450";"405102"
"MEX";"60000001";"210C420150";"405102"
